@relation InitialSetByLHS

@attribute yarnyarn.timeline-service.client.retry-interval-ms numeric
@attribute mapredmapreduce.reduce.shuffle.retry-delay.max.ms numeric
@attribute mapredmapreduce.jobtracker.jobhistory.block.size numeric
@attribute mapredmapreduce.reduce.shuffle.parallelcopies numeric
@attribute mapredmapreduce.job.jvm.numtasks numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-healthy-disks numeric
@attribute mapredmapreduce.tasktracker.map.tasks.maximum numeric
@attribute mapredmapreduce.reduce.shuffle.read.timeout numeric
@attribute mapredmapreduce.job.reduces numeric
@attribute yarnyarn.resourcemanager.connect.retry-interval.ms numeric
@attribute yarnyarn.dispatcher.drain-events.timeout numeric
@attribute yarnyarn.client.failover-retries-on-socket-timeouts numeric
@attribute mapredmapreduce.job.speculative.slowtaskthreshold numeric
@attribute mapredmapreduce.jobtracker.heartbeats.in.second numeric
@attribute mapredmapreduce.job.max.split.locations numeric
@attribute mapredyarn.app.mapreduce.client.max-retries numeric
@attribute yarnyarn.scheduler.maximum-allocation-mb numeric
@attribute yarnyarn.timeline-service.handler-thread-count numeric
@attribute mapredmapreduce.job.end-notification.max.attempts numeric
@attribute mapredmapreduce.job.reducer.unconditional-preempt.delay.sec numeric
@attribute yarnyarn.resourcemanager.client.thread-count numeric
@attribute mapredmapreduce.job.maxtaskfailures.per.tracker numeric
@attribute mapredmapreduce.reduce.shuffle.connect.timeout numeric
@attribute mapredmapreduce.shuffle.max.threads numeric
@attribute mapredmapreduce.shuffle.connection-keep-alive.timeout numeric
@attribute yarnyarn.resourcemanager.resource-tracker.client.thread-count numeric
@attribute yarnyarn.resourcemanager.connect.max-wait.ms numeric
@attribute yarnyarn.nodemanager.resource.percentage-physical-cpu-limit numeric
@attribute yarnyarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms numeric
@attribute mapredmapreduce.jobhistory.loadedjobs.cache.size numeric
@attribute mapredmapreduce.task.timeout numeric
@attribute yarnyarn.nodemanager.container-manager.thread-count numeric
@attribute mapredmapreduce.map.memory.mb numeric
@attribute mapredmapreduce.task.io.sort.mb numeric
@attribute mapredmapreduce.jobtracker.expire.trackers.interval numeric
@attribute mapredmapreduce.map.skip.maxrecords numeric
@attribute yarnyarn.nodemanager.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobhistory.datestring.cache.size numeric
@attribute yarnyarn.client.nodemanager-connect.retry-interval-ms numeric
@attribute mapredmapreduce.jobtracker.retiredjobs.cache.size numeric
@attribute mapredmapreduce.job.reduce.slowstart.completedmaps numeric
@attribute mapredmapreduce.task.io.sort.factor numeric
@attribute yarnyarn.nodemanager.localizer.client.thread-count numeric
@attribute yarnyarn.nodemanager.resource.memory-mb numeric
@attribute mapredmapreduce.input.lineinputformat.linespermap numeric
@attribute mapredmapreduce.jobtracker.jobhistory.lru.cache.size numeric
@attribute mapredmapreduce.task.merge.progress.records numeric
@attribute mapredmapreduce.shuffle.max.connections numeric
@attribute mapredmapreduce.reduce.memory.mb numeric
@attribute yarnyarn.timeline-service.client.max-retries numeric
@attribute mapredmapreduce.jobtracker.maxtasks.perjob numeric
@attribute yarnyarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage numeric
@attribute mapredmapreduce.reduce.shuffle.input.buffer.percent numeric
@attribute mapredmapreduce.reduce.cpu.vcores numeric
@attribute mapredmapreduce.job.end-notification.max.retry.interval numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.start-time-write-cache-size numeric
@attribute yarnyarn.nodemanager.process-kill-wait.ms numeric
@attribute yarnyarn.nodemanager.delete.thread-count numeric
@attribute mapredmapreduce.tasktracker.indexcache.mb numeric
@attribute mapredmapreduce.jobhistory.joblist.cache.size numeric
@attribute yarnyarn.client.nodemanager-client-async.thread-pool-max-size numeric
@attribute mapredmapreduce.client.submit.file.replication numeric
@attribute yarnyarn.resourcemanager.zk-retry-interval-ms numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.ttl-interval-ms numeric
@attribute yarnyarn.resourcemanager.zk-timeout-ms numeric
@attribute mapredmapreduce.job.end-notification.retry.interval numeric
@attribute mapredmapreduce.reduce.maxattempts numeric
@attribute yarnyarn.resourcemanager.am.max-attempts numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb numeric
@attribute mapredmapreduce.reduce.input.buffer.percent numeric
@attribute mapredmapreduce.client.progressmonitor.pollinterval numeric
@attribute mapredmapreduce.job.ubertask.maxmaps numeric
@attribute yarnyarn.resourcemanager.admin.client.thread-count numeric
@attribute mapredmapreduce.tasktracker.taskmemorymanager.monitoringinterval numeric
@attribute mapredmapreduce.job.ubertask.maxreduces numeric
@attribute mapredmapreduce.reduce.skip.maxgroups numeric
@attribute mapredyarn.app.mapreduce.am.job.committer.commit-window numeric
@attribute yarnyarn.client.nodemanager-connect.max-wait-ms numeric
@attribute mapredmapreduce.jobtracker.taskcache.levels numeric
@attribute mapredmapreduce.client.completion.pollinterval numeric
@attribute yarnyarn.client.max-cached-nodemanagers-proxies numeric
@attribute mapredmapreduce.tasktracker.tasks.sleeptimebeforesigkill numeric
@attribute mapredyarn.app.mapreduce.task.container.log.backups numeric
@attribute mapredmapreduce.shuffle.transfer.buffer.size numeric
@attribute yarnyarn.nodemanager.localizer.fetch.thread-count numeric
@attribute yarnyarn.scheduler.maximum-allocation-vcores numeric
@attribute mapredmapreduce.ifile.readahead.bytes numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.timeout-ms numeric
@attribute yarnyarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size numeric
@attribute mapredmapreduce.jobtracker.jobhistory.task.numberprogresssplits numeric
@attribute mapredmapreduce.jobhistory.move.thread-count numeric
@attribute mapredmapreduce.tasktracker.local.dir.minspacekill numeric
@attribute mapredmapreduce.jobhistory.move.interval-ms numeric
@attribute yarnyarn.nodemanager.localizer.cache.target-size-mb numeric
@attribute mapredmapreduce.reduce.markreset.buffer.percent numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts numeric
@attribute mapredmapreduce.job.maps numeric
@attribute mapredmapreduce.task.combine.progress.records numeric
@attribute mapredyarn.app.mapreduce.am.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobtracker.tasktracker.maxblacklists numeric
@attribute yarnyarn.resourcemanager.max-completed-applications numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.interval-ms numeric
@attribute mapredmapreduce.job.speculative.speculativecap numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries numeric
@attribute mapredmapreduce.task.skip.start.attempts numeric
@attribute mapredmapreduce.tasktracker.reduce.tasks.maximum numeric
@attribute mapredmapreduce.jobtracker.handler.count numeric
@attribute mapredmapreduce.map.cpu.vcores numeric
@attribute mapredmapreduce.job.counters.limit numeric
@attribute performance numeric

@data
101328,143156,21545914,41.162716,65.880148,0.64422,378,274113,21.501649,35466,104836,28.698757,0.647526,61,28.121514,1.189656,25647,40.274874,8.038639,179,37.923929,6.18217,117673,20,10.714062,3,394971,39.707601,67705,23.427479,334784,15.839288,4070,79,706772,77,32.048451,174358,70254,1865,0.517128,82.077095,11.084185,22741,96.429519,328,41479,13.536585,2520,6.921117,33.935537,9.218381,0.523248,18.208469,32080,31976,78770,61.225711,350,51417,1520,19.925016,292452,273681,55961,7741,21.821474,14.757037,234,0.725036,5937,145.071725,49.799518,40160,107.394935,36.814483,83557,258639,84,27615,135,29944,23.179019,458352,65.632779,62.72525,26412175,244247,45.796995,5.623762,77.108831,20.55241,267505,10164,0.809566,11.62663,7.985845,22319,14.283372,12.795744,2534,9973,0.999576,15.561988,18.64573,22.14364,3.032706,2.694174,293,-1
102954,286083,67814253,7.050675,91.688832,0.864758,170,154431,38.32959,37027,152492,28.033694,0.566691,228,74.276787,17.872266,28176,28.240624,26.876436,92,92.174405,14.824833,288059,203,49.360301,177,723487,70.882555,43666,86.752735,756134,21.02957,1143,193,251819,54,30.249518,160364,88616,5921,0.799632,1.932739,21.736547,21623,38.109926,352,2753,68.700729,2154,58.265734,98.597166,69.754448,0.03721,7.709049,37742,88503,91962,81.024428,715,123217,4671,53.734929,275237,346820,16606,1333,19.623882,2.046828,152,0.450259,5403,165.989938,53.316045,21500,103.545709,61.086544,14550,174406,79,38226,499,48136,34.713675,992368,7.091065,93.473569,24904770,293723,15.28146,42.423368,46.439998,29.464526,114061,9320,0.933866,25.110883,41.766281,18505,17.883705,23.064485,3299,1977,0.506059,1.4951,5.442042,2.085089,90.563643,4.851737,631,45
105425,64207,104568763,42.795798,16.510485,0.602694,336,70333,6.696457,21775,317025,18.600474,0.12853,249,93.383426,7.777877,26250,68.933113,36.663568,411,45.309951,22.838722,184564,206,37.247367,43,127002,39.132244,25559,43.627884,664851,32.087658,3180,119,450773,166,11.185685,107479,2329,8611,0.364244,96.2089,23.623047,23025,1.48651,32,17725,67.648924,3558,19.93395,32.738287,72.40109,0.267647,13.415538,44657,33765,198267,9.980126,614,77561,4511,90.657965,284806,382812,243155,5422,9.548536,8.242001,566,0.178797,9299,147.399777,24.66578,48312,196.944771,34.414006,49772,220377,125,1003,174,2803,25.185701,56763,47.82531,81.945974,9777903,177390,13.656599,9.489273,27.407008,74.4175,200509,9477,0.644342,23.582001,18.581083,84735,12.510468,18.232951,3999,5848,0.042862,17.887604,11.652218,74.344468,69.835687,7.375252,993,-1
110330,159453,55719370,36.005519,52.843676,0.686551,174,193497,42.791004,22711,119561,34.587535,0.944159,150,79.293026,12.143402,25219,24.267696,23.788043,475,57.793199,22.310082,269942,228,46.429096,190,592846,34.062386,87108,14.876564,574885,25.199037,3975,122,208826,67,28.154784,194719,50826,8075,0.428653,87.975564,70.405661,22575,27.616631,137,91308,3.510547,3602,47.025812,55.050757,53.150048,0.689206,6.002749,5233,2983,97758,53.799522,26,59993,2388,94.68773,197129,343300,86919,620,21.492311,11.360941,423,0.029846,133,133.42642,6.979938,26199,197.170878,44.922283,94697,97046,166,20821,979,27383,33.554549,384136,81.596946,59.747089,25898593,214073,65.937658,84.985659,99.678262,39.019655,232767,11178,0.225654,13.484167,30.100769,99644,6.481669,29.063041,1343,3756,0.178948,6.064295,5.590598,23.064589,8.014288,7.284081,17,37
113647,97676,17050967,31.391981,22.49047,0.044492,353,96349,43.611546,17670,9638,32.593539,0.730342,257,34.304197,18.184308,25920,46.817494,12.257546,84,54.815729,28.028546,259022,63,7.440656,62,802260,24.076058,83246,41.114021,732980,88.760258,3445,238,440234,105,6.131564,131434,15313,7104,0.37598,89.378744,63.505866,21804,50.007545,62,1407,94.801208,2490,4.430189,67.510545,77.962723,0.960921,3.525202,16539,44406,154713,83.720113,46,173695,3750,82.378977,58356,70657,119339,9675,32.579833,2.561799,655,0.645535,2909,131.68631,21.998902,42115,148.279016,53.895853,17938,145561,199,2117,948,39885,43.397186,489379,43.095587,82.844698,23988255,179485,58.349592,35.750245,50.449043,99.668498,169196,9853,0.056857,7.267287,8.346927,59896,23.53755,3.041752,19526,7122,0.721373,23.207718,7.435001,30.780491,97.634777,5.57931,875,68
116448,220686,9772337,33.527471,45.148392,0.305428,148,236721,41.527988,19756,389918,48.82675,0.270878,212,88.88952,7.565253,24346,5.900099,11.646585,186,81.276612,20.583847,192577,38,7.961098,134,764420,55.687141,94155,89.186909,611580,9.022882,1263,161,217601,43,18.807531,176759,17716,441,0.950013,35.996886,26.827895,21985,45.225289,425,31855,11.953644,2443,95.43239,23.201998,49.333022,0.105096,10.9407,6606,15404,65629,17.294616,562,33377,3250,74.012716,249719,235693,62601,7054,28.636954,19.843667,288,0.775827,9798,153.572153,31.491996,16177,185.723011,98.297792,35109,76295,6,36406,426,22622,98.723213,180499,18.380543,64.659993,18136928,157057,41.371684,7.031822,13.420467,31.736657,221771,11083,0.320985,6.232337,34.439461,62120,19.931396,32.436481,11924,3075,0.788503,16.238471,9.175897,66.343006,15.10892,3.878268,643,-1
119161,88088,28481694,20.326958,89.874489,0.170877,393,216810,4.470226,18874,138271,16.280735,0.260394,299,3.873766,5.641724,24972,25.09818,24.553552,162,39.007924,5.239329,282776,21,6.22564,78,102506,19.295471,2007,43.360728,593696,62.092424,3257,65,330584,27,25.749929,190696,62725,4361,0.435519,70.534815,50.798982,21608,38.806831,170,57257,2.687132,1456,29.590862,45.637982,38.635588,0.466354,4.447021,22546,48604,54353,23.359942,88,155853,1626,12.465763,123761,140575,200696,3912,4.473527,18.262357,84,0.50106,1460,134.963305,21.378966,12195,192.317574,51.858651,7372,109716,166,48198,831,5381,46.226963,769521,78.694186,54.3399,10140070,299637,30.914916,53.007866,93.106751,49.067931,194228,10289,0.361429,16.633847,32.197707,1386,13.762884,21.884425,15898,8000,0.51077,12.334136,11.326639,46.598398,4.391531,8.739088,672,38
121819,90263,133018152,31.005024,98.792988,0.881999,278,128054,44.852708,25448,214780,6.08807,0.087685,100,43.427784,3.216913,26137,15.254053,30.343975,432,33.027876,21.659927,60803,61,13.696585,186,462705,98.667002,57166,35.345478,249124,39.915721,1297,207,233322,187,21.766119,167644,26664,9235,0.089066,29.344021,32.450224,22658,44.300403,478,69393,28.325333,3222,75.307307,84.175209,34.287954,0.87729,14.265356,7344,42914,87650,41.863747,683,161651,3610,23.341822,155762,171625,5728,5571,37.323563,17.814885,447,0.117828,5051,178.568632,27.785517,12508,101.170495,68.07924,2156,78990,144,24371,733,35300,26.100673,1039753,22.927232,87.595986,13016003,182606,99.268333,6.644854,89.073705,34.290916,218659,10241,0.746535,4.065291,22.503287,92589,24.357603,30.237838,3090,4075,0.421973,24.513149,4.848233,51.711927,55.729514,8.984584,880,49
124258,124875,100837513,4.228529,25.064664,0.327986,129,133220,8.198473,34434,172637,36.804029,0.480297,83,32.220472,5.854326,27126,82.286975,21.082746,96,87.607738,10.759751,221862,26,36.4519,165,622621,50.94096,32698,2.263088,232924,74.315886,2654,297,138272,172,19.71085,180181,10387,6067,0.282543,69.248005,65.921973,22303,93.403912,362,53640,83.421213,3792,44.658481,26.290297,36.566577,0.476649,18.485036,41007,17224,100647,44.34276,511,107428,493,4.306359,216808,290312,257771,3174,34.944022,6.01887,4,0.8075,3184,139.882345,99.139361,29175,170.856921,18.88298,51454,225743,118,34436,93,15472,38.298846,858029,56.529726,79.751501,21819934,188525,90.277951,65.819712,96.629888,7.659336,227079,10558,0.004665,24.086715,44.277735,82784,27.302275,30.365108,1090,8073,0.188858,28.029828,5.302387,14.336794,79.329123,5.292093,933,34
126183,106011,71889603,15.178131,23.081157,0.331301,366,240034,18.287779,17073,257935,7.940304,0.09887,14,61.693085,11.3796,24907,93.838195,27.516689,237,15.474894,10.388431,175178,112,23.042392,86,129026,64.832839,73890,21.645044,473906,55.36117,2503,285,108037,114,32.500857,135986,65342,4989,0.383472,84.309769,8.917015,22800,36.91651,247,90340,7.683787,2835,54.753819,47.84397,77.209009,0.379475,13.871614,805,63572,236460,64.717907,245,112037,3885,96.197031,175756,286738,215282,6392,8.143751,1.350714,307,0.639412,2038,142.767025,27.070142,1759,114.38494,80.413479,26923,121433,90,11600,660,46683,10.541638,894139,21.498692,84.617462,10465161,37754,43.715923,90.513218,68.274523,64.756304,275757,10657,0.875555,8.701046,48.941898,79281,26.69108,4.530905,10566,9043,0.257347,4.152705,15.400638,77.380873,28.061376,2.122642,308,48
131098,172218,26204291,27.444783,42.319818,0.763887,206,154357,35.020798,24220,243614,37.693703,0.620128,137,97.163784,4.255773,28331,96.451121,3.025121,166,91.209672,4.282523,259287,232,15.444337,2,149149,30.864152,17884,65.234194,435413,70.006281,1859,279,663699,95,19.914503,137399,82461,3446,0.493478,71.373912,49.314681,22534,12.472059,386,35061,78.972328,3157,48.740817,16.940986,74.560919,0.904099,13.944238,16230,74063,138396,71.252773,122,190187,3181,26.657726,294629,184527,230779,6016,34.782846,9.181347,1006,0.341584,5040,120.355461,51.302916,17006,154.954911,30.718133,75417,254664,182,22444,402,25852,31.601806,699189,68.323523,92.112015,39360852,62354,53.744266,30.830734,63.968808,46.335073,159866,9991,0.438361,17.454025,50.280694,40107,26.422689,37.892952,14560,8349,0.134956,13.013996,4.44079,11.879369,44.487837,5.853763,916,49
134776,281795,84372422,26.552772,88.011257,0.499234,226,269989,46.280889,33763,89720,22.702792,0.014086,152,70.646755,13.674695,24289,95.108727,6.064499,68,40.669457,13.070909,86321,46,5.161045,125,271323,87.126263,29826,60.033044,582647,72.817664,4124,129,471428,178,33.039538,117922,31020,812,0.358139,43.303292,60.347576,23601,70.337794,11,37591,87.031708,3198,90.635324,10.660498,21.710028,0.659732,15.365684,48538,82804,48679,67.771588,41,85914,1812,7.988617,280959,112452,163739,8709,38.774619,1.591322,130,0.372198,3674,189.151233,31.827042,32685,169.263106,22.41641,11221,191847,29,13295,796,44977,15.641049,1065366,26.790196,45.31238,16236172,90847,16.041015,75.320081,17.680998,96.97051,106240,9768,0.069181,15.031769,2.407053,58156,19.820189,11.88825,14066,1383,0.213399,17.131553,12.204456,20.328055,71.986701,7.743325,367,43
137633,120476,127293809,34.401544,7.399673,0.313119,192,68143,29.580309,33231,249829,31.843072,0.396319,87,7.515999,19.880109,25762,17.149256,37.323489,362,7.700565,12.008116,272035,129,13.090409,62,534096,75.843749,88430,95.307955,516950,22.666481,2351,254,674625,108,15.121731,191462,92716,7436,0.714915,76.998511,44.639247,22260,46.538729,485,14109,60.806794,3913,81.882026,28.366032,45.473432,0.0732,9.017694,4071,79173,195255,69.655892,218,146565,3524,29.660914,232338,337785,182383,3486,36.789474,3.627353,337,0.609337,7706,105.852226,39.7727,35567,117.108665,64.396146,96816,198085,24,30129,675,43403,14.780288,747364,53.945463,98.772867,18699561,49843,24.868749,32.040871,95.485859,63.579707,176612,11016,0.686392,26.403046,45.756428,34894,19.555956,24.902387,18626,8502,0.522842,29.209058,19.437105,21.487447,78.278185,6.853456,55,39
138054,16882,82460467,47.459956,73.144457,0.241119,362,271581,15.186578,18188,191570,30.043941,0.664066,255,24.290546,8.176749,24475,85.002557,11.460593,354,60.197433,8.873432,86437,154,34.34419,136,481557,43.074047,37045,85.625106,223390,92.599925,3914,133,655748,135,20.617768,113806,89748,3840,0.634069,97.110967,52.322687,22424,35.63631,383,68519,55.803574,2754,55.463056,97.723917,81.530861,0.148501,17.039409,33992,68006,204740,65.562718,1020,31890,617,29.942955,270415,323226,100736,7904,6.589862,9.392155,322,0.485989,4284,190.58978,90.736365,46315,162.94771,65.54593,63469,263599,72,29377,773,45613,27.90027,1106182,91.845034,96.070824,5007658,12422,1.874263,10.94822,60.09727,30.794396,154338,10367,0.963159,12.317329,7.433093,49711,6.709478,23.541293,12135,8902,0.162634,7.19735,4.155816,67.340031,84.561537,2.426498,143,62
143500,116600,77917400,13.83505,47.10573,0.975831,398,192194,37.400244,31883,368127,4.925016,0.353012,220,76.372914,16.489785,26008,57.744079,15.397452,60,78.534578,25.040377,214323,68,27.495575,52,360886,26.089432,40265,31.954956,480588,66.798206,2406,379,761391,61,10.21067,156735,86452,7555,0.319367,2.601172,44.359727,20836,84.979208,242,60597,95.547111,1807,50.374787,56.101817,75.4581,0.159511,11.725168,24612,37795,7911,9.606216,99,144577,2769,88.880572,238231,308282,110641,5786,35.817297,1.50841,799,0.661776,9461,103.115632,35.962865,28075,139.511222,44.379377,56668,143526,174,8120,451,36085,91.476346,1303432,53.317288,71.160873,33879312,84092,42.404113,34.09604,56.131487,91.719248,83306,11206,0.338278,29.672086,9.084922,56295,24.996409,4.328359,12240,5025,0.434679,29.668393,8.580061,46.404307,80.612694,6.22267,280,-1
146625,61935,44967902,42.559293,55.642074,0.076588,305,104020,50.616463,42516,59783,9.640792,0.79536,106,57.845419,13.792532,27025,7.681838,23.098058,308,25.324208,9.882325,186714,83,31.073308,6,568807,83.247458,6073,77.625758,646055,34.334703,2884,157,399988,41,31.889615,140500,28440,3658,0.75098,11.580977,19.402382,22892,41.221992,423,51973,73.398582,1651,48.428557,5.901191,19.618267,0.973763,17.216279,3213,86475,72396,85.989713,777,75997,156,72.681331,173855,263307,26749,8794,27.75725,6.705735,539,0.20777,8695,150.929635,76.324116,37519,147.510935,40.912629,78366,90206,128,11200,142,30125,83.76886,34035,16.507274,96.506153,37801130,75426,96.459591,36.898911,36.600371,2.882977,135359,9545,0.522396,16.782554,5.337609,71270,16.79086,20.224288,1478,2253,0.954349,17.762117,17.177176,49.773226,16.006015,4.046047,894,-1
149862,194334,53491564,24.483112,15.332531,0.26497,332,122705,39.385831,16162,178985,2.846674,0.611897,91,19.106707,16.98044,26670,4.53166,38.587068,273,47.250451,19.092939,129796,201,22.038844,53,327210,81.852252,92000,39.002623,258034,9.953851,3508,326,700746,68,7.832445,119438,29122,1269,0.322552,26.341222,72.942168,23229,68.699821,281,93144,93.731991,2733,4.978307,3.550838,37.184945,0.725877,1.443964,10853,55142,273470,1.584827,168,128730,580,93.333142,212139,299163,183469,4567,17.037232,5.825098,168,0.553639,1095,149.196539,67.025434,41276,187.782337,88.283427,23238,292296,146,22595,628,15864,6.570833,1224331,31.857623,83.697327,22081012,136388,97.910304,2.699514,90.690285,78.23295,143989,10103,0.375943,29.799517,50.745332,94991,22.062702,34.971068,10921,769,0.84548,8.28337,12.738968,98.978595,41.851833,4.45006,263,-1
151632,203694,54734318,31.955818,81.244864,0.906723,211,157644,38.430945,44440,284233,7.30358,0.057069,232,89.399862,2.651276,27398,45.867725,16.453846,422,77.18904,16.295992,92211,224,18.825701,11,444495,13.231932,90868,20.601258,725621,44.096585,2305,334,331642,47,15.475002,179492,83991,5172,0.745385,21.212616,61.539203,21304,10.742674,151,47148,45.217136,2831,88.355066,15.846704,64.839163,0.280073,10.160953,32859,55865,207376,7.060496,277,84457,759,19.229617,285489,143743,31855,8446,13.776584,10.813614,269,0.438519,2180,191.880057,94.10631,47937,130.0524,40.462952,76964,61864,111,20486,169,48965,13.599462,908811,63.612094,51.347428,12689809,61340,52.725566,29.825341,98.395281,33.154844,264509,9686,0.046756,1.524988,17.554,72689,23.897687,7.975296,5551,604,0.334425,17.277057,15.582163,48.929609,73.237306,7.773925,438,60
153283,166901,18978306,41.611156,24.727512,0.825433,233,216641,50.343229,26900,165234,23.464901,0.147849,24,65.011896,19.531072,27830,49.102899,9.383602,333,98.115583,2.135075,163204,208,43.63839,160,138656,91.87107,19474,55.155589,245544,86.088994,3563,391,147561,133,34.690053,110673,33967,1436,0.028356,61.026468,79.010233,22609,25.173981,100,79499,6.180235,1132,31.772226,7.848419,88.205551,0.344267,2.982566,31277,30149,170788,32.283178,837,119617,2049,76.555303,24826,177669,227588,4025,34.008846,13.794372,603,0.04169,8757,143.749028,86.408592,10402,190.966227,92.137028,75176,139670,157,35956,662,8885,56.411094,1178344,99.019702,42.514841,19399459,234173,62.365795,67.001875,11.092866,84.645828,262745,10690,0.446234,24.744469,21.319669,20192,5.609433,39.161195,8697,4800,0.885301,27.813799,14.523678,32.74704,85.851671,4.978029,667,-1
157489,150107,129761565,25.35418,48.460596,0.543354,254,296560,5.091629,17208,285913,32.309804,0.36116,32,76.862952,1.769773,26857,70.73608,25.578463,115,31.086456,26.434386,296907,227,8.490186,140,514702,54.907468,55786,66.627866,508934,93.879768,4008,262,273860,184,13.648879,192837,49493,4498,0.62807,85.631178,43.256196,22719,31.326838,316,33647,76.609714,1026,50.83357,66.524701,31.324093,0.455003,13.63188,13893,89961,244698,25.931261,533,141223,1069,68.720851,183766,122151,220226,8911,16.505888,5.555125,455,0.620637,2859,166.619891,20.50033,39558,182.023771,86.789447,73876,92033,70,15220,213,19797,17.197735,369974,31.474305,87.677782,25307079,207829,10.805592,68.282999,60.763441,8.697099,100452,8963,0.794328,27.616047,32.976576,13632,17.021419,38.557572,16276,320,0.6555,28.960902,15.709437,15.146873,95.350878,4.250771,283,42
161738,235040,63302321,9.987397,9.36664,0.995952,281,52886,48.260813,26432,156187,16.739656,0.326205,187,17.791522,2.899443,24842,18.691077,26.550284,137,75.678065,29.161591,159851,110,21.225776,87,72393,56.665601,47061,29.690082,461638,29.626686,1976,109,757836,29,38.939586,108463,56514,304,0.489079,99.334679,74.71964,23704,34.176931,91,99604,63.137134,1884,81.217223,13.203068,30.081606,0.69809,8.764612,48431,97807,162858,12.615441,398,63271,4581,91.291436,188754,157701,72002,8826,9.800658,3.055948,51,0.467812,6236,100.395841,81.520349,11071,153.841474,71.869141,59167,70684,51,30727,929,3387,86.2282,876361,51.41372,67.816066,30355186,254365,37.611277,19.606963,42.961733,59.789966,108616,9365,0.161273,10.996595,43.807997,85251,16.690088,30.997861,11301,1245,0.618615,2.346255,19.120003,32.333551,11.799998,9.200272,319,-1
164738,26069,16021011,2.3019,80.407917,0.983301,200,290925,42.361319,24320,295667,11.173835,0.189937,20,27.316129,9.050233,24237,85.198533,31.659144,461,46.276052,23.819223,241360,32,4.080546,48,222376,16.219648,23213,52.164716,787893,20.511443,2386,388,623435,163,2.363737,188114,68138,6506,0.266224,55.520306,4.580518,21436,7.837662,128,28449,85.566542,1962,26.004671,85.885902,16.116764,0.484188,2.592528,22792,99635,123830,27.654392,497,177477,2943,33.672755,76189,303199,60344,1448,39.334517,16.865878,957,0.591737,7493,199.055442,93.376899,14619,167.019106,67.141575,40527,213813,158,49319,545,26645,20.936778,242873,40.33948,50.452868,15967673,29808,66.761064,20.735764,35.202156,28.313654,293396,10334,0.853657,19.984786,41.492976,87593,9.404693,32.866781,19363,4385,0.109867,22.350112,10.397035,65.103449,7.73677,8.377717,513,-1
166493,276626,74159100,14.644035,35.794114,0.116265,260,42007,3.919873,41990,128199,17.80827,0.601185,98,96.660035,17.544395,24187,80.472776,14.701042,389,85.559308,28.462743,122316,85,31.82504,138,585326,62.742444,92522,13.993274,550939,16.011777,1603,184,171992,176,34.384385,138695,66548,8284,0.966875,10.622172,68.731085,20968,21.252733,8,60276,65.090608,3874,67.227287,82.704083,29.367433,0.845703,4.163766,30862,25962,9245,94.371426,253,22286,340,43.879515,130063,360776,171336,4974,38.950522,7.881898,825,0.838485,6019,173.473785,38.638096,11605,174.028771,30.331975,84411,242794,19,45055,535,12460,5.151709,590355,51.722495,70.162766,41386490,142606,34.074374,74.844724,49.121827,27.30082,102948,9381,0.995102,8.33152,10.904801,74952,11.239218,12.244892,4505,3189,0.949031,9.737272,13.951239,70.387482,52.430886,9.11305,588,50
170422,71377,86160059,12.731241,41.42858,0.195841,287,118927,14.068101,30369,194743,6.756772,0.513375,70,42.069003,19.733171,26583,54.106688,17.005152,383,53.227553,28.868949,285480,184,34.015196,166,167910,53.55003,51837,79.538367,519135,96.283716,4085,90,564326,191,28.765015,184733,71112,8442,0.410424,19.886915,37.486999,23652,60.255646,116,25704,81.555338,2931,32.935077,93.770204,90.249452,0.00399,1.172142,17755,69053,136682,47.365444,447,179009,2173,7.572356,85160,334865,2287,5455,36.449998,5.057467,193,0.821436,2420,170.631768,74.845126,45610,161.447918,78.999464,41844,279533,150,32872,993,31450,79.508144,1296787,60.386367,86.561706,15558973,95878,65.181794,16.864272,56.568879,89.305705,68774,10285,0.978832,8.039212,48.16582,37107,18.455135,26.637012,18743,8804,0.685445,2.657054,14.129083,56.876966,49.573968,5.343698,946,43
