@relation InitialSetByLHS

@attribute yarnyarn.timeline-service.client.retry-interval-ms numeric
@attribute mapredmapreduce.reduce.shuffle.retry-delay.max.ms numeric
@attribute mapredmapreduce.jobtracker.jobhistory.block.size numeric
@attribute mapredmapreduce.reduce.shuffle.parallelcopies numeric
@attribute mapredmapreduce.job.jvm.numtasks numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-healthy-disks numeric
@attribute mapredmapreduce.tasktracker.map.tasks.maximum numeric
@attribute mapredmapreduce.reduce.shuffle.read.timeout numeric
@attribute mapredmapreduce.job.reduces numeric
@attribute yarnyarn.resourcemanager.connect.retry-interval.ms numeric
@attribute yarnyarn.dispatcher.drain-events.timeout numeric
@attribute yarnyarn.client.failover-retries-on-socket-timeouts numeric
@attribute mapredmapreduce.job.speculative.slowtaskthreshold numeric
@attribute mapredmapreduce.jobtracker.heartbeats.in.second numeric
@attribute mapredmapreduce.job.max.split.locations numeric
@attribute mapredyarn.app.mapreduce.client.max-retries numeric
@attribute yarnyarn.scheduler.maximum-allocation-mb numeric
@attribute yarnyarn.timeline-service.handler-thread-count numeric
@attribute mapredmapreduce.job.end-notification.max.attempts numeric
@attribute mapredmapreduce.job.reducer.unconditional-preempt.delay.sec numeric
@attribute yarnyarn.resourcemanager.client.thread-count numeric
@attribute mapredmapreduce.job.maxtaskfailures.per.tracker numeric
@attribute mapredmapreduce.reduce.shuffle.connect.timeout numeric
@attribute mapredmapreduce.shuffle.max.threads numeric
@attribute mapredmapreduce.shuffle.connection-keep-alive.timeout numeric
@attribute yarnyarn.resourcemanager.resource-tracker.client.thread-count numeric
@attribute yarnyarn.resourcemanager.connect.max-wait.ms numeric
@attribute yarnyarn.nodemanager.resource.percentage-physical-cpu-limit numeric
@attribute yarnyarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms numeric
@attribute mapredmapreduce.jobhistory.loadedjobs.cache.size numeric
@attribute mapredmapreduce.task.timeout numeric
@attribute yarnyarn.nodemanager.container-manager.thread-count numeric
@attribute mapredmapreduce.map.memory.mb numeric
@attribute mapredmapreduce.task.io.sort.mb numeric
@attribute mapredmapreduce.jobtracker.expire.trackers.interval numeric
@attribute mapredmapreduce.map.skip.maxrecords numeric
@attribute yarnyarn.nodemanager.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobhistory.datestring.cache.size numeric
@attribute yarnyarn.client.nodemanager-connect.retry-interval-ms numeric
@attribute mapredmapreduce.jobtracker.retiredjobs.cache.size numeric
@attribute mapredmapreduce.job.reduce.slowstart.completedmaps numeric
@attribute mapredmapreduce.task.io.sort.factor numeric
@attribute yarnyarn.nodemanager.localizer.client.thread-count numeric
@attribute yarnyarn.nodemanager.resource.memory-mb numeric
@attribute mapredmapreduce.input.lineinputformat.linespermap numeric
@attribute mapredmapreduce.jobtracker.jobhistory.lru.cache.size numeric
@attribute mapredmapreduce.task.merge.progress.records numeric
@attribute mapredmapreduce.shuffle.max.connections numeric
@attribute mapredmapreduce.reduce.memory.mb numeric
@attribute yarnyarn.timeline-service.client.max-retries numeric
@attribute mapredmapreduce.jobtracker.maxtasks.perjob numeric
@attribute yarnyarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage numeric
@attribute mapredmapreduce.reduce.shuffle.input.buffer.percent numeric
@attribute mapredmapreduce.reduce.cpu.vcores numeric
@attribute mapredmapreduce.job.end-notification.max.retry.interval numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.start-time-write-cache-size numeric
@attribute yarnyarn.nodemanager.process-kill-wait.ms numeric
@attribute yarnyarn.nodemanager.delete.thread-count numeric
@attribute mapredmapreduce.tasktracker.indexcache.mb numeric
@attribute mapredmapreduce.jobhistory.joblist.cache.size numeric
@attribute yarnyarn.client.nodemanager-client-async.thread-pool-max-size numeric
@attribute mapredmapreduce.client.submit.file.replication numeric
@attribute yarnyarn.resourcemanager.zk-retry-interval-ms numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.ttl-interval-ms numeric
@attribute yarnyarn.resourcemanager.zk-timeout-ms numeric
@attribute mapredmapreduce.job.end-notification.retry.interval numeric
@attribute mapredmapreduce.reduce.maxattempts numeric
@attribute yarnyarn.resourcemanager.am.max-attempts numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb numeric
@attribute mapredmapreduce.reduce.input.buffer.percent numeric
@attribute mapredmapreduce.client.progressmonitor.pollinterval numeric
@attribute mapredmapreduce.job.ubertask.maxmaps numeric
@attribute yarnyarn.resourcemanager.admin.client.thread-count numeric
@attribute mapredmapreduce.tasktracker.taskmemorymanager.monitoringinterval numeric
@attribute mapredmapreduce.job.ubertask.maxreduces numeric
@attribute mapredmapreduce.reduce.skip.maxgroups numeric
@attribute mapredyarn.app.mapreduce.am.job.committer.commit-window numeric
@attribute yarnyarn.client.nodemanager-connect.max-wait-ms numeric
@attribute mapredmapreduce.jobtracker.taskcache.levels numeric
@attribute mapredmapreduce.client.completion.pollinterval numeric
@attribute yarnyarn.client.max-cached-nodemanagers-proxies numeric
@attribute mapredmapreduce.tasktracker.tasks.sleeptimebeforesigkill numeric
@attribute mapredyarn.app.mapreduce.task.container.log.backups numeric
@attribute mapredmapreduce.shuffle.transfer.buffer.size numeric
@attribute yarnyarn.nodemanager.localizer.fetch.thread-count numeric
@attribute yarnyarn.scheduler.maximum-allocation-vcores numeric
@attribute mapredmapreduce.ifile.readahead.bytes numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.timeout-ms numeric
@attribute yarnyarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size numeric
@attribute mapredmapreduce.jobtracker.jobhistory.task.numberprogresssplits numeric
@attribute mapredmapreduce.jobhistory.move.thread-count numeric
@attribute mapredmapreduce.tasktracker.local.dir.minspacekill numeric
@attribute mapredmapreduce.jobhistory.move.interval-ms numeric
@attribute yarnyarn.nodemanager.localizer.cache.target-size-mb numeric
@attribute mapredmapreduce.reduce.markreset.buffer.percent numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts numeric
@attribute mapredmapreduce.job.maps numeric
@attribute mapredmapreduce.task.combine.progress.records numeric
@attribute mapredyarn.app.mapreduce.am.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobtracker.tasktracker.maxblacklists numeric
@attribute yarnyarn.resourcemanager.max-completed-applications numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.interval-ms numeric
@attribute mapredmapreduce.job.speculative.speculativecap numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries numeric
@attribute mapredmapreduce.task.skip.start.attempts numeric
@attribute mapredmapreduce.tasktracker.reduce.tasks.maximum numeric
@attribute mapredmapreduce.jobtracker.handler.count numeric
@attribute mapredmapreduce.map.cpu.vcores numeric
@attribute mapredmapreduce.job.counters.limit numeric
@attribute performance numeric

@data
244815,190967,80260983,44.790547,3.245892,0.702386,126,202178,31.625598,23064,25793,34.292085,0.315746,162,99.223846,5.300998,25025,78.070857,26.239471,450,89.025902,29.617139,196741,153,15.05889,96,626744,12.528629,4331,53.922124,672982,19.74164,1244,202,339600,2,7.664318,151919,47647,1178,0.246551,12.395526,55.729704,23519,48.33309,50,4845,58.942742,3413,45.612901,52.177308,7.616614,0.937142,9.861326,8778,90771,202698,99.198826,290,165136,913,65.207976,110080,341490,146921,7461,32.018574,10.209765,842,0.158025,5155,106.742372,37.238624,26786,113.613713,16.204652,29923,118277,123,39450,437,14644,36.957123,716587,90.338027,75.453578,32547772,45947,24.194652,96.327179,80.264746,51.308781,86215,10942,0.481825,3.573593,29.5509,46013,10.915755,17.027304,3597,5266,0.763878,10.90691,15.217206,75.974081,20.082092,4.671873,754,-1
248751,42753,24533774,5.774468,54.219107,0.716524,194,204313,52.43009,35323,298336,38.187921,0.869985,284,59.226466,12.000465,28063,38.91672,28.902301,498,61.445826,17.726009,252472,107,33.81197,149,114069,61.391114,97752,39.638306,773074,95.843124,3705,98,799819,125,6.234911,109885,9698,3880,0.134694,3.872361,12.476244,23778,11.144774,28,61392,97.921261,3099,94.125156,91.471387,70.820387,0.068925,19.05955,27790,26810,128590,3.446136,786,114794,4082,44.727558,254222,172572,259411,4821,30.800302,7.675434,56,0.989504,3865,151.645538,46.335287,40289,155.0447,54.809588,33249,166607,76,6191,103,4666,70.326173,250657,77.643975,73.01407,15040977,36005,82.927808,58.464119,8.427699,15.620402,244725,9646,0.507252,28.642674,12.264906,57403,8.497551,15.213729,4216,1026,0.391945,5.350027,2.291989,35.345372,70.685356,9.927028,139,68
249491,262215,41764253,15.59692,13.422299,0.452177,290,62808,51.699063,36583,230464,8.61425,0.11119,66,84.022301,3.987419,26416,2.28933,20.110436,147,65.860887,27.713235,71986,251,20.757166,199,875778,79.766879,12741,18.341949,402293,41.79613,3331,115,650205,150,17.716281,103154,32869,9512,0.977101,56.918586,82.21729,22068,42.409475,266,65262,1.20975,4081,59.887544,71.519397,97.325255,0.163751,10.388981,6110,37225,21259,69.179519,491,94407,3010,37.337366,10415,295695,187735,6601,10.787242,2.188762,1016,0.120523,6934,192.933912,71.100852,9525,109.634838,73.793489,87456,272941,130,9729,241,4171,57.144088,186956,44.667172,89.400243,11083800,25633,80.623306,78.480093,61.935101,65.726906,237086,10032,0.866541,25.886399,28.823266,67127,11.768277,38.353357,19031,2077,0.603644,11.226348,18.035961,64.002763,50.876402,3.218831,240,-1
252230,179625,93054428,1.363181,76.897743,0.461259,396,260269,12.675889,42892,350325,45.970918,0.96276,155,60.79492,4.052605,25988,31.707446,24.010746,217,50.161754,13.804975,133348,48,29.861886,196,793093,1.183832,17444,30.007357,263656,82.676287,2091,71,100698,158,19.151365,141762,63540,9193,0.27892,83.488987,98.601395,23114,15.850099,207,51342,56.745971,1870,18.898134,24.611631,72.147796,0.951245,7.414447,4578,96598,42284,88.929495,325,49031,4470,15.841255,107552,151913,147596,1909,6.857374,16.11213,198,0.943745,4884,198.219131,45.039196,34241,137.972946,82.187658,16176,114558,45,10303,328,9957,78.414004,1083908,82.6281,79.13926,5669083,162175,18.342539,93.407429,83.828013,55.543279,139393,10586,0.180185,22.631754,3.509832,24530,16.210527,5.517792,6664,8147,0.319183,28.643798,10.927459,40.495217,73.294537,4.879162,333,65
256257,247779,94634198,22.427661,58.764016,0.132098,204,286924,39.755793,30962,305979,7.8377,0.742038,35,33.047086,9.557744,27982,56.032206,19.880015,280,28.149348,6.82515,88920,193,42.05715,66,869512,82.338972,73268,19.750949,266286,77.024297,1795,153,777669,4,30.747072,163112,90827,5346,0.253026,4.756361,99.176944,23870,9.797846,85,35684,46.16121,2270,40.189991,68.591849,1.934234,0.790415,4.974435,46427,35405,77179,20.312219,977,38642,2473,33.00128,159229,203440,216394,6054,28.957759,3.097787,490,0.1014,8106,135.997669,41.0567,5825,106.045479,10.414764,93557,282857,91,1809,952,46201,85.304926,805626,19.890309,55.723408,8536731,73045,31.968911,83.729404,4.074884,26.635207,296162,9659,0.561772,22.077399,35.71562,22937,12.247498,36.29757,3078,5719,0.977556,4.48807,8.863898,83.185877,33.446875,7.85662,596,-1
259303,78944,42644260,47.907668,21.20782,0.590915,350,207382,7.461563,40387,151140,22.22729,0.879266,55,94.464729,14.210881,27644,14.713809,13.295479,338,20.700048,18.676032,230223,247,10.869306,22,491581,97.726136,85209,49.420643,742144,89.731677,4158,351,391849,104,7.301388,122309,10941,9316,0.447673,33.884125,59.369776,22853,78.466804,70,12755,18.115455,3505,64.895851,81.859227,20.571427,0.508537,9.434978,43997,10242,2680,48.150603,804,99153,1424,18.007039,51346,249685,35678,7178,3.266835,5.353773,678,0.136134,7849,183.958782,89.300909,9020,104.649153,76.298275,28904,115987,3,44408,934,38570,9.53919,966515,34.606569,99.438405,9101656,232257,80.07774,37.938438,82.381841,73.971569,90333,10432,0.772829,3.662869,43.3162,26257,21.505099,9.819156,4804,5051,0.025972,24.972346,9.560561,1.677452,36.12227,2.039448,257,-1
261563,272604,89064368,17.549747,33.325259,0.505273,238,188457,31.717262,25130,225790,43.014207,0.822025,276,45.462541,14.327279,25548,21.070838,17.948453,342,75.244727,26.997776,135245,161,2.761058,36,644901,67.630155,45980,35.930113,524370,8.153764,1916,291,196127,141,8.255482,153544,87613,5747,0.576745,95.085031,80.973283,23914,62.383983,75,34169,34.361406,2471,94.799452,83.184719,57.332512,0.759674,16.359803,30331,8362,167043,78.564714,266,139595,3740,71.914238,61676,186093,105602,6243,7.424706,9.60942,40,0.534588,9506,112.382812,85.250871,27331,181.835087,93.330706,57730,285922,37,40856,890,12640,54.851216,1189445,87.87628,58.620718,6418036,138562,39.735492,15.624918,91.647075,70.198074,261053,9199,0.313695,16.027824,15.562356,42785,27.749034,36.76059,13230,6883,0.388584,14.309265,1.267663,71.735113,64.652455,5.449726,785,-1
265707,57635,110320646,25.600431,99.752441,0.259268,251,54836,9.825882,41522,320682,23.587366,0.13302,223,78.013253,15.824592,27217,8.244495,18.458183,199,66.895822,22.66119,189273,16,23.822154,147,833598,30.036971,3301,1.176647,714208,94.92344,2068,290,503586,36,11.812465,142621,25425,5463,0.838246,40.157954,54.026026,23835,60.651051,25,24454,15.434263,2026,39.444406,27.21977,62.679091,0.596044,3.79903,43284,33289,259172,32.879451,154,106198,2332,95.656747,256692,115010,38432,2948,34.499382,10.442902,403,0.283179,3442,114.758854,75.947876,38029,198.041005,64.060915,25027,123049,106,6509,745,40070,87.645006,278950,4.722917,52.965487,11725319,282956,23.048252,39.516993,39.048863,58.442322,147569,9783,0.576714,16.118338,52.036736,58967,8.901129,26.116325,5977,1097,0.623689,13.389787,9.839011,8.723413,42.823629,3.507249,727,43
268264,93988,40865367,28.647881,73.728454,0.553835,313,297618,23.738359,34001,65313,20.573158,0.699241,209,2.826044,7.059303,27338,98.811421,5.444857,124,53.921033,22.034221,295199,214,14.642751,34,688158,60.301141,38251,12.984583,737577,42.853594,3231,192,380265,45,2.862774,145805,41085,8139,0.156794,47.752809,95.183811,22476,4.447534,182,65980,92.06193,2585,41.826181,43.313742,94.23486,0.928215,19.575146,14941,70979,279910,17.896204,226,4974,4629,98.785473,169089,151525,88275,2619,20.715617,14.371444,673,0.442345,841,157.555556,4.674757,14071,123.904565,83.577344,88987,163723,99,14988,560,21113,36.087496,1096198,9.589639,49.439736,18434982,273890,25.814871,61.209739,15.069131,17.312621,281443,9146,0.028045,4.758523,9.423006,52079,18.240685,8.099816,8536,5503,0.079761,9.05239,4.403081,77.034981,27.445504,6.6557,766,71
270772,111665,32735522,28.383909,76.010017,0.669486,216,101669,26.552987,30629,214242,40.224409,0.832223,204,70.351602,10.840737,28587,75.533409,2.749799,228,80.472737,27.605624,291525,71,9.925731,82,475154,68.822851,96648,7.677616,366791,91.09969,3809,204,277449,63,13.209349,123793,37973,8768,0.644929,58.719788,86.201356,20862,18.145982,252,70728,25.758632,4052,6.276829,78.206976,14.338907,0.258221,2.286998,15417,25389,15750,5.950727,184,192491,2137,74.840752,64862,136584,262111,7302,39.818334,12.846608,532,0.857518,6845,172.208889,52.403134,7795,146.537331,71.278813,89438,178893,56,4023,788,10404,74.496963,105865,88.939104,92.454748,8260460,111781,57.303287,69.416464,51.484352,69.118204,182275,10816,0.403294,14.349023,39.191141,91206,10.465951,24.480152,11219,422,0.730822,7.617648,2.371468,57.65197,63.689499,7.602534,425,-1
275727,222642,97587879,29.958165,59.976009,0.084499,142,110813,15.772416,17741,236019,43.831637,0.434641,214,92.911829,9.962009,25080,74.751751,4.049704,346,61.30621,3.273893,265254,30,23.075698,114,200047,11.283282,30470,6.017153,495989,6.780665,1197,307,365663,129,35.182888,172638,82011,7988,0.393898,40.721073,50.287655,22385,88.843503,40,43011,72.628988,2646,96.937187,29.770273,66.238894,0.915277,6.8737,44490,95712,231373,60.120889,128,67369,356,89.57863,156125,182249,157589,3434,25.69893,8.115684,983,0.3228,2524,132.097996,42.204276,24590,116.185362,10.977821,31952,169348,170,16839,572,49735,95.525974,1144205,66.988755,41.467868,34209721,104287,20.614194,86.177047,38.187227,1.813904,271829,9514,0.735001,1.591569,40.974858,95912,27.017456,19.3285,2079,3880,0.440607,22.610732,19.346635,36.538866,62.57486,9.429209,109,57
277288,163985,110172245,13.131133,6.145873,0.232886,219,177330,17.566036,34990,329063,39.858003,0.228729,262,21.031062,16.74637,26927,74.145816,27.874961,81,3.364543,12.051846,122524,173,26.308562,20,540590,14.18661,72075,3.986754,681623,78.676463,3124,149,558470,154,21.062258,106352,76082,2883,0.203122,50.644815,42.009127,23190,59.345157,141,72325,32.983137,2619,61.956494,38.609784,55.461533,0.178961,15.079843,29294,51803,41571,16.051703,921,170177,4253,61.531212,20689,365337,28126,7329,24.929741,9.762264,795,0.166291,1939,161.225275,38.05265,3103,184.024613,2.516497,98162,171910,187,47431,257,2451,30.288075,731434,76.373842,70.536251,14814720,287483,50.87826,82.064974,78.058597,10.215058,130585,9103,0.170764,21.131342,51.821236,88336,29.713474,3.502093,6957,1568,0.262686,12.210325,9.468507,12.732434,55.075683,3.321697,461,-1
281237,147443,116028567,37.250299,40.577173,0.51409,141,145696,28.181993,19432,377925,15.877967,0.078476,43,22.77456,11.113626,27994,62.099826,28.117098,331,16.466029,9.591257,76840,157,9.025672,112,213405,93.407388,33393,70.170664,340865,67.837124,2779,397,242737,80,38.437879,183370,75246,2751,0.527112,62.504419,24.118573,24028,13.544681,308,41639,28.999618,1745,68.504072,64.334456,58.008718,0.357665,7.193372,5782,46903,34694,96.770812,747,121193,4354,46.554063,128016,242216,192997,5210,15.052997,4.538511,472,0.705901,5724,180.873714,64.419417,20306,183.04905,69.158974,6410,177533,191,22061,86,23092,66.709512,97835,57.57999,45.761595,30027119,264557,74.133825,82.543814,30.591222,92.561017,156212,11120,0.769177,13.398059,42.930937,41946,24.020811,27.511519,2741,5217,0.451662,3.546741,13.451996,13.148761,18.193371,3.420952,623,-1
282973,140231,65218745,35.126054,44.080878,0.415898,371,249343,8.45192,40846,362295,3.904997,0.654992,266,58.53255,8.617265,25821,79.749123,28.398485,235,51.300657,12.516401,247209,199,28.58849,84,577347,72.091217,81959,3.347841,488012,34.727797,3371,353,423630,106,22.53465,171414,39124,2610,0.532258,67.132771,57.192142,23465,99.167746,124,7868,30.101452,1475,79.527798,51.325216,42.494535,0.732619,15.927175,36039,14072,242667,21.984033,68,87812,2441,51.944293,222710,189672,49152,6662,19.033203,11.090776,631,0.295076,4580,121.714914,58.225618,22841,191.22998,38.631167,41265,95224,66,16270,823,35539,50.131664,935834,28.992045,83.200415,17645254,148381,75.944871,88.815838,47.063054,82.782895,186556,11233,0.676186,5.891306,49.493049,46890,28.607809,13.586831,13116,7682,0.987441,23.665436,14.819233,3.854384,9.345822,8.610033,510,-1
287688,298387,70631886,32.390611,72.151329,0.393318,162,266935,52.929955,37512,183954,9.890625,0.75603,15,66.017245,3.338554,25299,63.190079,30.991069,394,23.601093,4.772564,153164,57,29.374593,137,858736,27.553759,83448,73.329556,601753,55.602879,3680,246,766947,55,26.647464,134623,5823,6681,0.766025,62.260588,25.768866,23434,63.78058,497,11457,98.972439,3082,15.576454,57.351086,58.791416,0.716748,12.40877,26746,87601,29709,62.761267,842,156717,1211,38.92855,178571,373824,99076,2063,31.409083,3.314521,102,0.698313,1618,141.915001,32.739712,18961,143.234434,62.77608,65597,129309,134,24007,714,11415,39.211278,794942,85.649364,80.487823,23429409,219700,6.011762,91.516425,48.024697,47.499786,66193,10599,0.087813,15.652499,25.46359,70005,8.094553,2.871326,16133,976,0.584105,15.474714,10.537906,87.98293,98.060795,2.307874,343,54
290840,284117,7813385,7.384146,29.902151,0.797992,388,125477,12.309133,22182,55497,30.584867,0.591455,47,63.11227,14.891663,24156,10.949766,6.962491,480,5.364208,1.737391,103408,94,40.36328,190,376246,4.021371,65935,33.562297,633379,26.247457,1433,319,293235,131,5.231705,195050,94762,7408,0.556979,39.316353,77.239829,21847,2.151383,173,94188,77.817752,1327,34.990404,99.956281,67.193672,0.882236,5.159971,41880,72794,156230,49.892383,727,44510,1169,99.498467,235066,378327,81873,1560,31.595465,19.078615,397,0.402378,3515,124.660431,16.19042,42753,102.746975,75.808162,62085,230816,81,32001,236,16772,76.844172,1012413,17.215342,88.955008,41060340,297050,49.174519,1.270101,19.69048,49.923304,286719,9097,0.387691,18.510934,31.993617,7283,14.042102,37.162344,1870,2928,0.702029,13.754967,13.671261,55.622132,53.6159,7.132325,710,59
292574,69355,87216003,45.306105,70.500636,0.891091,226,91544,26.280561,25806,123503,25.25611,0.934426,114,22.178628,2.424827,26521,6.378419,37.254115,264,58.97026,19.823498,110431,237,41.567845,110,85092,29.056961,87675,22.535782,430241,17.93459,2750,212,687230,138,16.186576,164394,13582,6360,0.054837,55.432256,3.410088,20957,85.31459,314,22959,54.931707,1835,27.846234,71.020184,18.540834,0.042573,19.011314,24193,46247,130929,27.945257,727,158930,90,77.966714,22523,245769,286422,9934,12.533855,18.571111,317,0.540519,5488,102.305714,71.719874,2193,150.255426,20.179776,52339,224156,12,27970,368,1728,31.905851,511904,47.513782,41.985663,11432066,260746,77.718417,55.76874,36.864578,95.383315,178102,10714,0.533881,15.262463,20.181838,90037,9.687104,39.695163,9244,2092,0.771895,13.81763,4.628449,50.921585,23.728825,6.727577,958,-1
295152,152231,123953374,9.29765,39.345398,0.153448,229,277814,19.806084,38424,383433,15.443015,0.708442,177,73.198886,16.216099,28260,23.499314,32.057771,127,10.099789,7.704305,211171,143,25.57774,72,315130,48.892394,68678,68.539057,675242,49.709582,3038,363,526001,37,14.502888,111878,91615,9053,0.65235,72.487447,48.140695,22957,46.841481,436,43614,49.418328,3898,99.015469,6.879531,78.738337,0.944153,5.360569,13123,16828,133668,13.4377,641,71366,269,48.338324,299120,207224,207710,847,18.636302,16.20851,884,0.961691,5282,179.695108,60.714744,47273,132.54275,3.826216,49200,222624,7,25557,912,36985,51.506383,671205,8.403426,67.356705,38009706,20125,67.347609,18.051301,62.424555,37.040037,246638,11048,0.922798,10.567756,33.548495,71306,8.237807,7.458517,2329,6745,0.147245,11.837438,11.505434,69.01657,61.265527,5.931742,493,50
299773,76037,74583355,19.121046,37.130472,0.019803,249,141297,53.400133,33457,97127,38.509719,0.307924,268,10.296356,14.533693,27468,88.362588,37.852361,73,4.193524,25.146188,250291,245,38.934565,66,173551,23.297599,11181,42.267952,299656,84.922734,2266,198,304003,98,24.163015,162579,43475,9461,0.471425,64.058022,89.318028,23680,75.885545,415,82858,50.697624,3495,26.298539,80.548549,2.841604,0.802832,16.126739,34537,58998,192006,30.688123,756,187318,529,50.715968,290276,218355,44622,973,26.297082,11.540114,260,0.14902,8552,154.725476,35.093168,8054,176.206473,15.003494,28563,112177,39,8586,523,19142,81.867746,635190,95.794564,73.753029,35858831,279521,4.709281,4.124416,78.246624,75.65329,78899,10903,0.30361,29.258345,4.030667,93542,25.38813,31.807721,4247,1418,0.201588,10.163519,18.131051,86.109303,48.888999,8.906989,474,-1
