@relation InitialSetByLHS

@attribute yarnyarn.timeline-service.client.retry-interval-ms numeric
@attribute mapredmapreduce.reduce.shuffle.retry-delay.max.ms numeric
@attribute mapredmapreduce.jobtracker.jobhistory.block.size numeric
@attribute mapredmapreduce.reduce.shuffle.parallelcopies numeric
@attribute mapredmapreduce.job.jvm.numtasks numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-healthy-disks numeric
@attribute mapredmapreduce.tasktracker.map.tasks.maximum numeric
@attribute mapredmapreduce.reduce.shuffle.read.timeout numeric
@attribute mapredmapreduce.job.reduces numeric
@attribute yarnyarn.resourcemanager.connect.retry-interval.ms numeric
@attribute yarnyarn.dispatcher.drain-events.timeout numeric
@attribute yarnyarn.client.failover-retries-on-socket-timeouts numeric
@attribute mapredmapreduce.job.speculative.slowtaskthreshold numeric
@attribute mapredmapreduce.jobtracker.heartbeats.in.second numeric
@attribute mapredmapreduce.job.max.split.locations numeric
@attribute mapredyarn.app.mapreduce.client.max-retries numeric
@attribute yarnyarn.scheduler.maximum-allocation-mb numeric
@attribute yarnyarn.timeline-service.handler-thread-count numeric
@attribute mapredmapreduce.job.end-notification.max.attempts numeric
@attribute mapredmapreduce.job.reducer.unconditional-preempt.delay.sec numeric
@attribute yarnyarn.resourcemanager.client.thread-count numeric
@attribute mapredmapreduce.job.maxtaskfailures.per.tracker numeric
@attribute mapredmapreduce.reduce.shuffle.connect.timeout numeric
@attribute mapredmapreduce.shuffle.max.threads numeric
@attribute mapredmapreduce.shuffle.connection-keep-alive.timeout numeric
@attribute yarnyarn.resourcemanager.resource-tracker.client.thread-count numeric
@attribute yarnyarn.resourcemanager.connect.max-wait.ms numeric
@attribute yarnyarn.nodemanager.resource.percentage-physical-cpu-limit numeric
@attribute yarnyarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms numeric
@attribute mapredmapreduce.jobhistory.loadedjobs.cache.size numeric
@attribute mapredmapreduce.task.timeout numeric
@attribute yarnyarn.nodemanager.container-manager.thread-count numeric
@attribute mapredmapreduce.map.memory.mb numeric
@attribute mapredmapreduce.task.io.sort.mb numeric
@attribute mapredmapreduce.jobtracker.expire.trackers.interval numeric
@attribute mapredmapreduce.map.skip.maxrecords numeric
@attribute yarnyarn.nodemanager.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobhistory.datestring.cache.size numeric
@attribute yarnyarn.client.nodemanager-connect.retry-interval-ms numeric
@attribute mapredmapreduce.jobtracker.retiredjobs.cache.size numeric
@attribute mapredmapreduce.job.reduce.slowstart.completedmaps numeric
@attribute mapredmapreduce.task.io.sort.factor numeric
@attribute yarnyarn.nodemanager.localizer.client.thread-count numeric
@attribute yarnyarn.nodemanager.resource.memory-mb numeric
@attribute mapredmapreduce.input.lineinputformat.linespermap numeric
@attribute mapredmapreduce.jobtracker.jobhistory.lru.cache.size numeric
@attribute mapredmapreduce.task.merge.progress.records numeric
@attribute mapredmapreduce.shuffle.max.connections numeric
@attribute mapredmapreduce.reduce.memory.mb numeric
@attribute yarnyarn.timeline-service.client.max-retries numeric
@attribute mapredmapreduce.jobtracker.maxtasks.perjob numeric
@attribute yarnyarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage numeric
@attribute mapredmapreduce.reduce.shuffle.input.buffer.percent numeric
@attribute mapredmapreduce.reduce.cpu.vcores numeric
@attribute mapredmapreduce.job.end-notification.max.retry.interval numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.start-time-write-cache-size numeric
@attribute yarnyarn.nodemanager.process-kill-wait.ms numeric
@attribute yarnyarn.nodemanager.delete.thread-count numeric
@attribute mapredmapreduce.tasktracker.indexcache.mb numeric
@attribute mapredmapreduce.jobhistory.joblist.cache.size numeric
@attribute yarnyarn.client.nodemanager-client-async.thread-pool-max-size numeric
@attribute mapredmapreduce.client.submit.file.replication numeric
@attribute yarnyarn.resourcemanager.zk-retry-interval-ms numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.ttl-interval-ms numeric
@attribute yarnyarn.resourcemanager.zk-timeout-ms numeric
@attribute mapredmapreduce.job.end-notification.retry.interval numeric
@attribute mapredmapreduce.reduce.maxattempts numeric
@attribute yarnyarn.resourcemanager.am.max-attempts numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb numeric
@attribute mapredmapreduce.reduce.input.buffer.percent numeric
@attribute mapredmapreduce.client.progressmonitor.pollinterval numeric
@attribute mapredmapreduce.job.ubertask.maxmaps numeric
@attribute yarnyarn.resourcemanager.admin.client.thread-count numeric
@attribute mapredmapreduce.tasktracker.taskmemorymanager.monitoringinterval numeric
@attribute yarnyarn.app.mapreduce.am.resource.mb numeric
@attribute mapredmapreduce.job.ubertask.maxreduces numeric
@attribute mapredmapreduce.reduce.skip.maxgroups numeric
@attribute mapredyarn.app.mapreduce.am.job.committer.commit-window numeric
@attribute yarnyarn.client.nodemanager-connect.max-wait-ms numeric
@attribute mapredmapreduce.jobtracker.taskcache.levels numeric
@attribute mapredmapreduce.client.completion.pollinterval numeric
@attribute yarnyarn.client.max-cached-nodemanagers-proxies numeric
@attribute mapredmapreduce.tasktracker.tasks.sleeptimebeforesigkill numeric
@attribute mapredyarn.app.mapreduce.task.container.log.backups numeric
@attribute mapredmapreduce.shuffle.transfer.buffer.size numeric
@attribute yarnyarn.nodemanager.localizer.fetch.thread-count numeric
@attribute yarnyarn.scheduler.maximum-allocation-vcores numeric
@attribute mapredmapreduce.ifile.readahead.bytes numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.timeout-ms numeric
@attribute yarnyarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size numeric
@attribute mapredmapreduce.jobtracker.jobhistory.task.numberprogresssplits numeric
@attribute mapredmapreduce.jobhistory.move.thread-count numeric
@attribute mapredmapreduce.tasktracker.local.dir.minspacekill numeric
@attribute mapredmapreduce.jobhistory.move.interval-ms numeric
@attribute yarnyarn.nodemanager.localizer.cache.target-size-mb numeric
@attribute mapredmapreduce.reduce.markreset.buffer.percent numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts numeric
@attribute mapredmapreduce.job.maps numeric
@attribute mapredmapreduce.task.combine.progress.records numeric
@attribute mapredyarn.app.mapreduce.am.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobtracker.tasktracker.maxblacklists numeric
@attribute yarnyarn.resourcemanager.max-completed-applications numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.interval-ms numeric
@attribute mapredmapreduce.job.speculative.speculativecap numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries numeric
@attribute mapredmapreduce.task.skip.start.attempts numeric
@attribute mapredmapreduce.tasktracker.reduce.tasks.maximum numeric
@attribute mapredmapreduce.jobtracker.handler.count numeric
@attribute mapredmapreduce.map.cpu.vcores numeric
@attribute mapredmapreduce.job.counters.limit numeric
@attribute performance numeric

@data
175667,227454,77476135,23.155275,48.094568,0.219959,244.376778,49202,40.274413,40813,357807,49.698089,0.773707,28.438898,49.877716,5.23851,28263,34.399303,30.875971,312.962455,81.716398,14.612614,296195,39.323648,22.235872,178.239223,467941,15.722064,67553,95.778005,408383,63.053103,2255,328.697692,419087,4.800673,23.147205,141489,52855,6503,0.009214,99.942194,6.53721,21952,7.245649,454.670397,34618,47.346373,2915,9.896186,91.371026,58.347757,0.583752,4.33394,13232,99452,222340,91.320135,763,141527,1032,73.486189,43791,176171,263702,3421,33.333618,5.365958,750,0.591747,6577,155.492102,53.821051,25096,13641,124.108026,76.531251,38414,99710,157.348935,9568,444,28831,52.629644,458299,50.453659,85.395139,17884375,266924,69.326736,56.702045,31.574659,31.902207,180766,9742,0.875335,23.244896,3.776583,82201,22.082984,32.420035,5017,1936,0.876378,8.548333,17.988659,21.165699,49.505614,4.161148,315,-1
176208,70832,80284650,16.867399,96.20042,0.357666,183.887166,202571,31.156673,17982,244933,2.095935,0.063368,187.215484,49.452571,5.059879,26208,89.866357,7.613281,240.791254,44.85652,22.124645,292249,151.970875,13.955026,131.547312,632742,59.453252,51994,18.573263,245185,24.496775,2955,246.527946,449846,85.466698,39.716919,155335,95654,9575,0.538935,1.418742,61.608232,23596,94.096505,302.947867,51246,45.857941,1623,83.262639,28.337146,12.706881,0.768979,4.103486,27675,35551,238099,30.938703,124,34375,4888,67.61197,220920,278175,124814,4831,1.205436,2.7753,227,0.044026,9022,147.094151,58.085935,5055,8251,169.570714,53.194934,90368,161297,3.818988,5401,631,42345,34.834405,855265,73.839737,45.96386,10442887,290013,70.915397,42.141672,78.484026,77.279965,214583,9917,0.532671,19.752264,51.230205,19817,16.532975,33.898161,2741,7532,0.539436,23.407233,10.070372,96.012195,66.38614,1.668162,690,-1
176665,17604,13574957,38.161791,11.060315,0.943157,213.235545,231213,24.838802,24620,183738,40.638821,0.320344,239.259637,29.26799,9.283881,27724,76.893721,22.253103,477.145227,65.947081,2.449446,151967,164.726792,24.930637,115.689654,609982,16.257202,58644,26.809459,411892,93.943575,2945,365.107166,715706,145.604415,37.540396,105822,47355,688,0.614961,31.79671,54.961197,22518,90.268955,254.815393,81125,55.844491,2917,9.302685,64.419,63.52398,0.817396,3.430973,33116,83812,146835,85.68056,888,8010,1739,64.511357,155867,262940,271171,5791,1.060485,1.578709,199,0.861113,6221,191.60991,9.371648,19866,15419,133.392803,54.428959,63390,146954,73.205793,19068,113,15406,56.54714,470529,22.05774,77.537244,18141553,236416,8.487458,44.335454,10.731562,63.892886,122265,10166,0.442846,29.384159,14.920655,50400,18.289857,38.925633,2998,3985,0.594306,25.645393,7.272738,25.284883,64.525999,1.346523,175,-1
177552,224531,53262895,13.928042,34.797728,0.418573,170.958157,263221,10.787639,15059,172407,48.114005,0.833676,223.357374,71.122206,5.066128,28240,17.044063,9.730653,337.760939,65.379819,13.765476,91655,15.352447,39.378587,47.374092,75152,61.848237,84258,64.406848,315580,57.204914,1316,381.629809,489879,194.313688,22.728046,192445,99348,8182,0.744113,2.558215,25.873049,25015,64.75827,316.735004,25833,9.124671,2396,16.109443,11.312765,70.537112,0.083269,4.133544,30432,31356,105358,2.787644,118,158010,4363,75.403963,297407,153344,44556,3691,2.959509,11.177782,952,0.940584,8084,194.350397,10.656458,10790,15243,134.465121,25.85017,1398,222852,111.332402,6479,547,12760,60.118021,17798,22.759942,83.959747,32499725,271775,62.663276,43.485976,16.85574,70.820619,97506,9004,0.901928,23.863101,15.435914,4711,27.147507,11.745141,8516,3394,0.185551,12.865144,2.98414,33.693504,21.680621,5.452966,537,-1
178035,194754,28726659,30.712046,27.562341,0.230136,206.243495,163527,10.581611,33959,135839,36.091002,0.561284,235.640445,88.260111,7.619544,28118,12.848063,8.145512,189.625037,12.273796,10.397356,272634,97.134235,32.446894,17.404072,382843,24.587779,99103,2.780153,457597,97.412265,1701,77.293989,798890,32.19345,36.515674,123672,57589,2203,0.87329,20.450695,22.51914,22900,30.67607,424.581872,59555,54.942694,2540,48.176075,54.858326,26.030997,0.815538,5.219626,8004,77357,218342,39.904669,104,160107,1027,70.729216,67214,287339,131786,7699,33.429996,16.555583,967,0.715078,9584,168.535473,31.269789,31102,6896,167.129778,90.844043,88562,267043,119.834732,41830,983,4450,87.724201,723464,7.928562,42.171672,23014815,259599,68.318602,51.880365,57.01642,71.153987,252347,9834,0.034762,21.789473,42.10154,18519,17.589188,33.424172,19898,6317,0.515465,23.871359,19.359621,54.113676,67.21898,4.509358,495,-1
178323,234742,27742195,48.65102,1.999556,0.915153,147.363563,235343,45.752312,21321,190774,12.554765,0.043223,123.757604,80.153376,13.640083,27487,16.991283,3.642859,173.52305,7.426397,6.141347,172316,13.060668,30.313666,65.668397,512416,13.557766,82295,91.764042,396055,3.207521,1546,352.611303,797939,93.597855,17.178876,179460,19478,2855,0.212378,81.743818,58.812057,22072,32.136533,472.20677,82237,18.826715,2455,37.863543,89.474923,22.128577,0.655305,3.597101,42317,89164,271515,54.645547,4,6487,1093,87.275721,265652,241275,201557,2552,12.139415,1.04163,905,0.579515,3128,156.5246,49.437794,30847,10607,106.598585,36.965269,89395,240527,8.333278,43785,172,6436,12.241145,619681,74.397326,44.320575,41201913,209600,31.459629,57.474466,49.409971,49.002506,60438,10634,0.164931,7.956,10.35622,20081,18.989006,22.14097,3394,2855,0.945838,2.510123,2.281776,87.72006,17.822502,3.943027,107,82
179077,104604,47160544,18.982046,71.610161,0.54206,211.920936,242829,17.913185,25891,336029,14.498796,0.316522,175.540693,77.479727,4.237281,28414,74.915272,21.731856,287.125846,39.622168,9.989509,197051,17.26919,10.15126,26.619094,80259,23.064573,12222,73.715788,761114,28.717349,1466,95.963592,692331,162.635659,20.995969,160137,57337,6018,0.34444,63.49101,87.677358,22440,34.387689,483.483028,91602,12.551501,2055,27.964828,31.998655,65.126754,0.05214,2.225798,3045,31018,133942,36.433971,173,14079,2613,80.684546,247822,395261,195344,3822,20.686864,2.945164,508,0.208359,165,169.640603,3.857161,3468,6243,118.632205,99.633128,3612,77017,147.717216,48616,931,48992,94.888027,503490,19.045688,64.055929,6646243,168354,49.450704,71.890779,68.603254,1.476855,289380,11080,0.351805,25.932827,52.053907,36358,19.531525,18.445642,16855,8464,0.324244,2.164224,16.720003,94.83392,36.66662,2.898678,799,-1
179832,207835,107281987,48.752052,30.304906,0.795887,240.915309,64379,42.387945,19913,202078,19.253644,0.256264,52.495058,11.872854,4.805407,27504,60.36958,36.385738,86.14746,27.281178,16.649044,191548,244.43691,2.641538,35.942715,698245,68.959948,84615,80.388854,593899,1.860025,1621,310.221533,590387,28.967312,36.444447,107475,60070,2487,0.934277,14.457855,34.263118,22658,58.947988,202.505967,68799,73.054526,2006,62.908268,36.332183,71.284049,0.431436,4.89094,27259,79425,145283,57.075333,493,139961,3441,46.988961,64664,135374,121633,8900,1.151233,14.405837,360,0.748313,1120,116.961718,41.799553,12728,10036,178.266755,52.419339,25406,167239,151.822135,30249,30,48613,3.864541,25025,96.547941,87.060562,21850631,149720,56.51513,24.153858,62.915309,73.406312,94699,10294,0.962618,5.094829,32.766719,19085,16.817434,38.048459,6426,3679,0.180733,9.19908,1.945764,38.946219,45.675979,1.715084,959,-1
180129,219036,21362367,45.144781,81.672969,0.565028,132.502204,281580,8.516202,27065,51116,3.723205,0.371658,66.911301,90.595975,10.828186,28599,75.141726,13.081563,439.623725,21.838134,11.967348,270258,228.612995,13.221731,114.852946,313278,39.088728,16574,2.257622,562742,2.993591,1810,258.122773,259213,20.917815,26.855215,107351,51835,2248,0.122078,92.26446,5.800086,23715,19.64542,340.16247,83984,62.063763,2508,52.256864,91.862631,49.358949,0.209136,1.773572,3142,79024,158213,42.11542,879,199231,2325,54.783104,172220,85361,217152,566,38.629284,10.211858,39,0.013777,1025,155.662864,6.310601,46530,11852,199.970957,47.827136,52086,235989,39.009633,3408,577,15561,25.726138,938314,63.85824,41.287397,32047430,92595,66.157166,93.574441,92.812102,41.268057,210391,10529,0.902912,1.977036,26.709319,31978,25.476969,20.689078,9229,6429,0.048472,5.422666,8.137757,22.945327,7.755943,2.16302,546,76
181073,243301,57652921,19.175394,38.336742,0.026485,136.736173,257911,21.602668,29039,19696,48.032354,0.92286,16.672727,23.943229,11.955623,26342,13.95213,37.037837,432.19443,77.213108,14.148777,102510,42.111231,46.689176,44.733365,184587,95.349543,57824,9.40378,759553,42.512889,2727,189.996027,124999,61.223635,20.133928,130181,43930,9995,0.342158,29.596912,31.803684,25102,24.186592,466.410908,60485,62.618482,2277,17.823494,49.966596,16.992593,0.261428,4.111538,24210,97321,176484,38.515651,362,141074,2127,53.026502,154852,122601,15057,8398,34.865994,16.124834,276,0.005215,1575,121.454553,91.891862,6019,9636,195.220129,55.349947,62175,106360,42.86452,26972,929,7724,7.044361,346929,44.845668,98.557638,5538636,78079,98.684965,40.450276,59.906178,38.772456,65895,11219,0.403026,27.390761,52.196154,15994,26.525579,33.205965,19048,9714,0.519228,26.036598,16.688583,28.740973,49.637636,2.641143,925,80
181346,242659,91542556,27.046761,86.270109,0.262151,164.010109,296449,7.272979,25192,84054,30.478041,0.998658,113.515707,2.798318,1.443288,26841,1.013148,32.819104,474.877599,50.316086,24.979913,134691,3.776706,12.664742,58.621524,655888,31.267795,44291,54.802476,277153,52.613275,1714,361.9333,156500,44.019643,16.53261,108389,48761,4347,0.140781,52.446427,24.874837,24027,6.100439,283.56947,13457,45.044469,2390,10.714363,77.98059,71.552863,0.162132,5.50114,44949,93798,132846,84.259049,769,1563,4707,46.75144,47884,66112,7011,5614,36.329779,14.640226,296,0.821777,9755,110.234169,13.867743,34915,13506,143.451402,42.339911,96658,182955,142.573188,17175,458,11636,32.725035,1028071,56.559729,63.944103,27701630,133517,25.223102,28.877421,49.94956,81.117358,168535,9069,0.149838,22.588622,24.247401,92983,19.921802,10.294227,12842,9534,0.118593,21.948152,7.517032,9.578909,73.023326,3.194088,190,-1
182146,166614,36760936,20.651223,4.599697,0.705151,196.436452,171672,42.605879,28955,352384,44.706928,0.158192,213.983553,81.168631,11.043467,27543,47.531493,32.138189,497.549044,71.3368,22.835686,211518,195.798878,26.309622,95.347722,98485,67.824468,18619,56.844647,268122,90.142356,1397,303.853136,407608,64.355841,22.210063,184971,55514,9752,0.056753,98.948946,28.326542,25492,91.916723,44.261885,68291,21.689465,1105,41.365305,89.901244,49.019388,0.66479,4.968197,17170,19008,161331,48.546681,967,77883,4956,12.922718,166733,78351,183792,1817,31.4814,12.70247,20,0.360922,996,195.450629,22.732187,37128,13338,187.17014,6.780948,57315,83424,19.993658,32577,487,18840,10.441391,232385,61.142418,45.483795,14507470,120867,16.570209,24.854824,1.750579,49.165281,231906,11054,0.205743,21.761718,11.625602,86415,25.595156,9.448964,16684,1248,0.61903,15.710561,11.298143,77.19198,80.695061,2.655278,434,81
182878,165537,127230225,21.839727,3.033566,0.116318,306.986562,87145,33.835508,17001,69401,39.532371,0.503712,214.998457,88.965326,17.073228,26767,29.163416,29.219615,256.001042,49.457188,10.539331,101928,237.830011,39.939494,171.799277,597998,68.725699,78060,69.948041,671079,98.039573,2408,107.168473,420701,126.501599,16.331924,120230,75657,1281,0.42678,45.476758,58.946028,23190,84.576182,54.916606,31022,40.792991,2249,40.861312,63.827641,93.049814,0.510314,2.644621,27981,89688,3292,79.684524,78,160957,4378,92.854989,206918,323283,80866,2964,11.09009,12.936192,350,0.305986,7145,166.945498,51.863114,4487,8365,199.597534,72.979006,99285,115086,64.858924,36226,897,47493,54.056741,1252249,5.124583,97.762977,7893183,154969,13.049077,74.935296,29.850358,27.518634,264367,10938,0.997361,19.200152,2.632161,11097,23.28239,11.331398,8439,4419,0.560473,23.771802,1.644534,15.29843,48.844492,4.634664,148,-1
183573,283812,83729421,13.764954,52.759861,0.665582,122.519152,163781,36.641064,25246,164158,5.957158,0.829994,220.029883,78.110468,6.902303,26997,3.366587,9.075782,406.719548,77.672614,18.653762,203377,43.934059,7.960108,60.149515,848639,46.096844,89569,97.845353,497293,96.778249,1249,353.395021,558792,58.380314,30.267827,137428,20581,8739,0.295963,88.202817,59.7723,23407,83.852339,290.47404,12910,85.905898,2875,4.399765,54.175273,67.068893,0.834391,1.616745,33175,71831,78910,35.913268,641,122120,3297,48.745054,202506,77370,239616,372,12.866086,2.048083,717,0.627689,7251,167.311456,19.736276,2333,15298,144.254972,15.809814,96568,147455,113.123633,28323,70,12571,87.443479,906101,26.948811,91.788333,22889992,146198,16.062454,81.49091,16.3616,96.737963,73376,9000,0.009947,26.981438,37.250736,5272,18.422041,28.407761,6898,9845,0.136048,19.129959,6.391547,43.764614,96.189085,1.065534,569,-1
183904,215063,72445389,46.913632,44.189156,0.65024,392.001321,65488,13.439003,42630,272785,6.021518,0.103256,269.046037,83.548348,18.358569,28637,35.927165,9.844097,472.529535,19.189362,20.023236,111817,233.959958,34.937035,131.111796,804802,62.065286,5704,99.328165,774924,83.273975,2740,239.518689,533237,39.239132,22.183853,150126,83204,4590,0.531049,60.637471,66.836607,21753,70.478672,227.026005,20376,63.149151,2402,76.252992,25.434854,67.247508,0.055785,4.597257,2368,80619,253596,52.223569,831,64022,686,45.451389,104098,337930,43489,8003,18.340673,3.689218,883,0.797247,1562,141.376962,98.352735,38429,9595,113.077842,53.989867,16663,172935,193.968299,14157,136,47613,89.877522,176723,65.130168,53.781897,21995551,153773,50.092484,94.664317,27.018623,50.360252,192387,8934,0.906505,18.898344,25.102281,41926,22.216761,3.051413,14079,3519,0.073804,4.871615,18.127738,97.754406,9.762276,3.891922,919,-1
184288,124167,36009390,9.052045,47.009146,0.228888,134.476707,259040,26.395297,42739,256754,29.541781,0.038887,234.861339,42.956092,13.369102,27328,38.046062,34.904167,408.404271,74.790347,28.044502,71327,239.608723,10.365475,50.977738,726275,50.772445,74366,90.688687,239238,36.923923,2417,337.649065,634755,149.342026,31.533241,178718,33053,6068,0.29023,58.37047,55.872024,24184,76.982259,387.007145,74958,54.528984,1083,23.696983,32.769739,43.042165,0.827888,5.178506,48718,27210,270710,45.166844,557,157153,856,6.946819,207501,319588,71496,9407,36.035334,19.488082,586,0.471337,6355,122.742923,10.309621,22131,12568,191.729762,4.709996,50313,297295,112.554466,38685,531,13932,35.148705,1192926,11.109622,95.233132,14060721,247136,7.046703,99.03993,81.766107,28.644841,117416,9087,0.313805,12.762967,4.157358,63748,25.083373,18.767051,16079,6462,0.761314,1.494077,18.241201,93.489717,31.867428,1.819253,840,-1
185429,215384,66389732,12.2282,10.348018,0.62234,223.211046,57504,46.144611,29722,106872,32.060521,0.236572,109.485996,72.706872,1.904615,28630,53.668076,11.279539,370.878785,53.955129,2.969155,234262,106.116927,6.558332,129.685406,221090,99.738182,98611,8.771693,312304,1.696539,1310,309.132555,479513,60.212718,39.773447,153978,84453,5217,0.248824,4.631523,37.868812,23536,29.243397,308.851676,81714,46.15137,1743,64.804384,37.332503,96.211284,0.75507,1.889904,22539,99125,276550,68.047643,282,162891,3278,83.074352,298812,278963,299053,3278,37.452803,16.741056,342,0.77953,9049,142.856229,63.227679,49294,13955,124.572462,93.197463,32817,88378,195.15239,8230,942,23052,80.810299,1268887,66.98806,43.986092,21250286,218205,68.093193,58.888466,83.710614,34.154059,167927,10634,0.647427,23.442459,41.042358,32594,17.081599,8.877064,2629,5069,0.441918,11.485077,5.389925,42.573542,46.331198,2.701253,486,-1
185569,30118,65157202,40.244936,79.339971,0.004395,357.958708,202973,13.285435,25588,342916,16.543469,0.37278,41.921999,84.471388,13.673378,28011,73.628859,11.595927,162.764239,81.988738,3.449415,196321,92.256663,2.351704,128.715985,700898,50.043593,99403,76.329783,224033,57.698621,2468,251.352888,681035,70.380401,22.789507,122963,9083,5249,0.297945,74.375191,65.030581,24482,78.927299,256.743126,35258,71.066761,1928,67.510319,41.169604,90.36595,0.106007,2.561887,35242,81373,194133,69.630595,347,21947,3667,14.873305,86068,342608,236839,8939,39.744728,11.967456,236,0.805477,2588,111.083771,23.309463,29668,15798,112.245295,66.922906,54410,71246,14.801433,28522,932,49446,79.183208,382038,83.959883,87.964364,32892737,115753,17.573951,14.314328,35.802163,40.458722,296793,9485,0.624526,4.108327,38.670433,18832,24.759413,31.807135,4954,6597,0.769622,7.152343,1.296425,65.853892,68.273458,4.849574,951,-1
186046,254490,81007334,15.281819,27.771032,0.435156,131.343565,103027,9.861591,24744,364911,47.346055,0.765294,133.466212,91.36356,14.951494,26128,73.808406,16.034269,165.73336,22.510236,26.019622,72449,207.863007,34.411913,56.614625,432197,65.506438,33485,23.891807,492911,30.860315,1325,314.784347,291514,186.44786,16.21907,187571,94269,7396,0.037297,56.771131,85.671532,24194,15.213018,412.698222,9505,55.189512,1058,43.850474,13.476594,5.12863,0.241539,4.358065,23557,26031,252067,13.079219,1009,71419,1019,41.036317,117489,315456,199711,6990,11.794439,1.556706,679,0.930236,9871,121.160837,53.329466,5784,14680,161.664912,33.638299,67098,262018,104.613698,29286,848,26589,19.117145,911213,36.13288,76.645311,29571048,294223,58.064587,56.482004,58.999437,68.658728,242673,9653,0.246999,10.495726,3.478036,81174,17.696354,39.79779,8865,8872,0.981826,27.545452,18.16662,90.383884,62.932352,2.293121,253,-1
186760,225791,23355483,18.933023,76.262261,0.12126,159.339114,184081,41.72251,33661,219254,16.128566,0.24455,217.78828,43.623631,8.940813,26588,26.251869,4.521833,248.753518,31.284959,21.636621,249187,99.293624,30.064345,104.132521,707052,69.486275,40157,41.780746,636532,85.670121,1025,358.457339,319420,133.84841,28.132411,120491,61051,6160,0.957099,98.504104,74.000415,22543,91.841618,344.280994,64133,82.91502,2188,95.367397,15.733262,26.368526,0.54889,3.512488,35760,96409,64244,4.620766,544,60599,747,39.1108,193789,321131,134030,2493,36.174555,2.176203,266,0.40821,8826,184.325993,50.110067,37881,6745,196.797401,2.628294,16185,268237,143.195319,12784,990,4021,20.116383,780684,68.038519,95.020904,5228921,51452,34.858914,82.373473,44.707508,3.784619,66854,9185,0.760132,20.580065,17.380705,38886,28.337859,23.858568,10615,5826,0.064551,6.593188,9.215478,57.176344,7.048258,1.528723,104,-1
187493,119990,133994055,13.216141,98.949825,0.547221,207.897508,192492,15.499627,36452,15436,6.503027,0.814871,178.946329,57.003541,2.691642,28577,42.017438,18.063583,338.231068,50.798799,7.713881,238286,169.19844,43.475764,146.557376,588771,16.585694,9876,20.094843,650146,18.52152,1500,165.326646,532279,96.880406,38.286375,197814,48373,5502,0.059587,71.887898,73.201259,24650,86.76764,227.61263,19131,89.643019,1382,78.62164,93.13024,90.246188,0.10037,2.331018,43237,22768,123147,78.984588,253,188134,231,63.001606,125380,194242,159317,6596,19.924021,10.667836,413,0.654703,6848,169.351254,89.308656,48901,9056,107.44429,2.966667,17561,158812,197.23579,32519,189,11818,52.13059,230930,70.642109,49.559525,18489916,220863,23.386184,94.00981,57.84649,95.213881,271675,10831,0.515698,5.284642,12.431679,60986,28.24882,13.04434,2198,7086,0.303534,5.653353,19.409294,50.602438,20.422132,2.286262,524,-1
188129,64663,85990325,45.834047,28.022119,0.715955,279.632903,249861,14.285105,30551,25432,3.322644,0.21402,34.953782,63.647752,5.964291,27048,5.433305,14.338421,301.176748,51.475409,12.525417,134323,88.552315,21.841329,108.22533,585930,78.838558,30340,49.514454,505010,73.441811,1560,183.216658,408668,22.766094,22.056103,148850,15218,9472,0.573838,79.139422,44.982721,22507,16.872362,53.582283,52885,9.065089,2704,86.922641,11.11311,26.713178,0.123629,2.122128,1744,62414,102890,65.183163,867,47487,1918,34.121015,10086,188892,13943,422,18.904935,15.931831,876,0.357741,4729,180.746649,32.847807,31754,13268,190.966246,91.74499,77107,226059,126.313951,49026,979,26919,91.893612,404321,9.217109,48.578142,36274588,199418,94.461928,60.750286,65.364679,39.906335,69392,10241,0.215932,19.083164,21.310536,9860,23.965745,26.665765,9016,5083,0.017101,22.442194,11.925168,53.258525,29.999219,5.380006,129,72
188744,201829,103815837,26.46257,60.255146,0.055899,272.035197,53036,5.198086,26282,353717,11.234508,0.20635,288.977936,48.624478,13.512851,28396,95.099289,36.479286,146.297193,9.57159,5.830666,89071,158.1152,11.109889,188.314071,328336,96.3364,25707,92.006064,512056,17.364803,2862,322.25869,149095,76.586022,24.782249,109027,48045,615,0.376114,32.185388,20.356131,22260,60.476848,64.147779,14102,27.334411,2883,82.935635,40.936855,62.870947,0.68309,2.539776,29343,97101,120077,78.338176,961,65207,2474,71.795856,228351,394085,56994,144,38.115187,11.738068,23,0.992238,8371,145.411531,22.14059,29741,10245,128.225062,60.377988,86667,146592,85.853558,42657,20,25134,39.902468,202039,23.397984,86.241906,22581161,13327,96.227589,86.81961,37.274212,19.396173,89255,10514,0.273215,19.649074,41.226639,92355,24.167709,32.714149,19359,8521,0.949062,1.018321,11.878995,18.771538,34.687872,4.824842,713,-1
